location,player,player_id,position,shot_aerial_won,shot_first_time,shot_statsbomb_xg,team,under_pressure,shot_open_goal,shot_follows_dribble,goalkeeper_success_out,half_end_early_video_end,goal,shot_body_part_Head,shot_body_part_Left Foot,shot_body_part_Other,shot_body_part_Right Foot,shot_technique_Backheel,shot_technique_Diving Header,shot_technique_Half Volley,shot_technique_Lob,shot_technique_Normal,shot_technique_Overhead Kick,shot_technique_Volley,shot_type_Corner,shot_type_Free Kick,shot_type_Open Play,shot_type_Penalty,x,y,distance,angle,player_name_norm,sofifa_club,sofifa_position,sofifa_id,match_method,shooting,attacking_heading_accuracy,preferred_foot,weak_foot,statsbomb_name,statsbomb_name_norm,short_name,long_name,player_positions,club_name
"[111.9, 42.3]",Odion Jude Ighalo,5458.0,Left Center Forward,0,0,0.35825562,Watford,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,111.9,42.3,7.35218887475015,51.913972814804495,odion jude ighalo,Watford,"{'CF', 'ST'}",185195,name,71.0,64,Right,3,,,,,,
"[113.0, 48.0]",Carlos Alberto Sánchez Moreno,5685.0,Center Defensive Midfield,0,0,0.06411129,Aston Villa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,113.0,48.0,9.151809930281548,32.50620927665243,carlos alberto sanchez moreno,Aston Villa,{'CDM'},182882,name,58.0,70,Left,3,,,,,,
"[99.9, 57.7]",Jordan Veretout,7153.0,Right Center Midfield,0,1,0.017013237,Aston Villa,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,99.9,57.7,23.14459291605709,13.847279509597422,jordan veretout,Aston Villa,{'CM'},201519,name,73.0,53,Right,3,,,,,,
"[113.7, 40.3]",Jordan Ayew,3450.0,Center Forward,0,0,0.51958305,Aston Villa,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,113.7,40.3,5.518394807369262,67.08561445217731,jordan ayew,Aston Villa,"{'CF', 'ST'}",197756,team+token_name+position,76.0,77,Right,3,,,,,,
"[110.1, 45.1]",Etienne Capoue,3721.0,Right Defensive Midfield,0,1,0.43550393,Watford,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,110.1,45.1,9.686647059225404,38.24966616316812,etienne capoue,Watford,{'CDM'},178213,name,63.0,70,Right,3,,,,,,
"[93.7, 25.7]",Idrissa Gana Gueye,3436.0,Left Center Midfield,0,0,0.024494536,Aston Villa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,93.7,25.7,26.025356505723416,14.236735443117844,idrissa gana gueye,Aston Villa,{'CM'},193474,name,60.0,66,Right,3,,,,,,
"[97.8, 27.8]",Jordan Ayew,3450.0,Center Forward,0,0,0.03598397,Aston Villa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,97.8,27.8,22.01970765019372,16.782761594654726,jordan ayew,Aston Villa,"{'CF', 'ST'}",197756,team+token_name+position,76.0,77,Right,3,,,,,,
"[97.4, 31.1]",Scott Sinclair,11117.0,Left Wing,0,0,0.05254789,Aston Villa,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,97.4,31.1,21.17262029131018,18.41023235969675,scott sinclair,Aston Villa,{'LW'},169214,name,72.0,69,Right,2,,,,,,
"[115.4, 50.1]",Jordan Ayew,3450.0,Center Forward,0,1,0.09827758,Aston Villa,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,115.4,50.1,9.481711343423187,21.06173320937565,jordan ayew,Aston Villa,"{'CF', 'ST'}",197756,team+token_name+position,76.0,77,Right,3,,,,,,
"[116.0, 35.0]",Ciaran Clark,3041.0,Left Center Back,0,1,0.58242095,Aston Villa,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,116.0,35.0,5.50567888638631,56.56319546008126,ciaran clark,Aston Villa,{'CB'},183129,name,56.0,81,Left,2,,,,,,
"[95.0, 42.0]",Carlos Alberto Sánchez Moreno,5685.0,Center Defensive Midfield,0,0,0.025589464,Aston Villa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,95.0,42.0,21.94095770471289,18.887874581605203,carlos alberto sanchez moreno,Aston Villa,{'CDM'},182882,name,58.0,70,Left,3,,,,,,
"[113.7, 38.4]",Micah Richards,42700.0,Right Center Back,1,0,0.26421618,Aston Villa,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,113.7,38.4,5.677786210311201,64.97033297095223,micah richards,Aston Villa,{'CB'},169721,name,51.0,85,Right,3,,,,,,
"[110.3, 35.5]",Craig Cathcart,3263.0,Right Center Back,1,0,0.036027785,Watford,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,110.3,35.5,9.309580079144276,40.29488154246207,craig cathcart,Watford,{'CB'},180706,team+token_name+position,30.0,72,Right,3,,,,,,
"[92.1, 30.1]",Ben Watson,3626.0,Left Defensive Midfield,0,1,0.021513881,Watford,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,92.1,30.1,25.82212968076027,15.296173894782664,ben watson,Watford,{'CDM'},160292,manual,68.0,58,Right,3,{'Ben Watson'},ben watson,B. Watson,Benjamin Watson,"CDM, CM",Watford
"[109.2, 42.5]",Troy Deeney,3454.0,Right Center Forward,0,1,0.06781671,Watford,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,109.2,42.5,9.685975686527406,40.6998835430172,troy deeney,Watford,"{'CF', 'ST'}",183125,name,78.0,68,Right,3,,,,,,
"[110.2, 39.4]",Micah Richards,42700.0,Right Center Back,0,0,0.0700618,Aston Villa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,110.2,39.4,8.590152792587572,46.10418662778781,micah richards,Aston Villa,{'CB'},169721,name,51.0,85,Right,3,,,,,,
"[101.9, 52.3]",Troy Deeney,3454.0,Right Center Forward,0,1,0.044653542,Watford,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,101.9,52.3,18.97718185743077,18.48716615570394,troy deeney,Watford,"{'CF', 'ST'}",183125,name,78.0,68,Right,3,,,,,,
"[103.7, 31.1]",Odion Jude Ighalo,5458.0,Left Center Forward,0,0,0.04890177,Watford,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,103.7,31.1,16.144600684129667,22.891729066625,odion jude ighalo,Watford,"{'CF', 'ST'}",185195,name,71.0,64,Right,3,,,,,,
"[108.8, 42.5]",Troy Deeney,3454.0,Right Center Forward,1,0,0.06669506,Watford,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,108.8,42.5,10.027742766944112,39.45567345662752,troy deeney,Watford,"{'CF', 'ST'}",183125,name,78.0,68,Right,3,,,,,,
"[101.6, 32.5]",Jordan Ayew,3450.0,Center Forward,0,0,0.062371682,Aston Villa,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,101.6,32.5,17.31619545396737,22.3630191100038,jordan ayew,Aston Villa,"{'CF', 'ST'}",197756,team+token_name+position,76.0,77,Right,3,,,,,,
"[108.8, 25.6]",Adlène Guédioura,4828.0,Left Midfield,0,0,0.06783189,Watford,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,108.8,25.6,15.679846938028442,17.14982683549759,adlene guedioura,Watford,{'LM'},183385,manual,67.0,64,Right,4,{'Adlène Guédioura'},adlene guedioura,A. Guédioura,Adlène Guédioura,"CM, CDM",Watford
"[92.9, 40.8]",Adlène Guédioura,4828.0,Left Midfield,0,0,0.017507818,Watford,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,92.9,40.8,23.72224812807588,17.53474122711262,adlene guedioura,Watford,{'LM'},183385,manual,67.0,64,Right,4,{'Adlène Guédioura'},adlene guedioura,A. Guédioura,Adlène Guédioura,"CM, CDM",Watford
"[97.2, 53.2]",Nathan Aké,3306.0,Left Back,0,1,0.026234414,Watford,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,97.2,53.2,22.8886631326515,15.96388512713212,nathan ake,Watford,{'LB'},208920,name,49.0,59,Left,3,,,,,,
"[95.3, 31.7]",Troy Deeney,3454.0,Right Center Forward,0,0,0.04196552,Watford,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,95.3,31.7,22.73484508964158,17.44384188917712,troy deeney,Watford,"{'CF', 'ST'}",183125,name,78.0,68,Right,3,,,,,,
"[106.7, 38.6]",Dan Gosling,3343.0,Right Center Midfield,0,1,0.055063702,AFC Bournemouth,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,106.7,38.6,11.698183886826197,34.607148481184495,dan gosling,AFC Bournemouth,{'CM'},184749,name,68.0,61,Right,3,,,,,,
"[95.9, 47.3]",Matt Ritchie,3049.0,Right Midfield,0,0,0.049586233,AFC Bournemouth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,95.9,47.3,21.981462218196487,18.189181143200237,matt ritchie,AFC Bournemouth,{'RM'},186395,name,71.0,38,Left,4,,,,,,
"[96.0, 35.9]",Joshua King,3346.0,Center Forward,0,0,0.05948154,AFC Bournemouth,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,96.0,35.9,21.28720801326468,19.267714377150774,joshua king,AFC Bournemouth,"{'CF', 'ST'}",185422,team+token_name+position,65.0,53,Right,2,,,,,,
"[107.5, 26.3]",Arouna Koné,26696.0,Left Wing,0,1,0.053830046,Everton,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,107.5,26.3,15.976073711960645,18.3174648133344,arouna kone,Everton,{'LW'},122849,name,75.0,73,Right,4,,,,,,
"[114.2, 43.4]",Romelu Lukaku Menama,3289.0,Center Forward,1,0,0.12688246,Everton,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,114.2,43.4,5.840181932097666,60.85850074405954,romelu lukaku menama,Everton,"{'CF', 'ST'}",192505,name,80.0,78,Left,4,,,,,,
"[92.7, 38.8]",Ross Barkley,4275.0,Center Attacking Midfield,0,1,0.026785946,Everton,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,92.7,38.8,23.90926716254599,17.391515538401002,ross barkley,Everton,{'CAM'},199189,name,72.0,65,Right,5,,,,,,
"[105.2, 25.4]",James McCarthy,3607.0,Right Defensive Midfield,0,0,0.07067055,Everton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,105.2,25.4,17.936292816521483,17.090479112509563,james mccarthy,Everton,{'CDM'},188253,team+token_name+position,67.0,63,Right,4,,,,,,
"[113.3, 41.5]",José Ramiro Funes Mori,4629.0,Left Center Back,1,0,0.08953459,Everton,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,113.3,41.5,5.999544253524593,62.227996129849245,jose ramiro funes mori,Everton,{'CB'},200741,team+token_name+position,34.0,62,Right,3,,,,,,
"[113.5, 49.3]",Romelu Lukaku Menama,3289.0,Center Forward,0,0,0.11423534,Everton,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,113.5,49.3,9.73841266583009,27.076017358356903,romelu lukaku menama,Everton,"{'CF', 'ST'}",192505,name,80.0,78,Left,4,,,,,,
"[113.6, 40.0]",Steve Cook,3341.0,Right Center Back,1,0,0.13434125,AFC Bournemouth,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,113.6,40.0,5.6000000000000085,66.3349673939252,steve cook,AFC Bournemouth,{'CB'},193011,name,24.0,69,Right,3,,,,,,
"[100.6, 26.0]",Harry Arter,3304.0,Center Attacking Midfield,0,1,0.02812155,AFC Bournemouth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,100.6,26.0,20.73066870604999,16.616831472904018,harry arter,AFC Bournemouth,{'CAM'},184469,team+token_name+position,72.0,49,Right,5,,,,,,
"[106.5, 30.2]",Joshua King,3346.0,Center Forward,0,0,0.13517584,AFC Bournemouth,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,106.5,30.2,14.454205486639522,23.85619485214456,joshua king,AFC Bournemouth,"{'CF', 'ST'}",185422,team+token_name+position,65.0,53,Right,2,,,,,,
"[96.3, 35.0]",Matt Ritchie,3049.0,Right Midfield,0,0,0.036651347,AFC Bournemouth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,96.3,35.0,21.16852395066789,19.248906345536064,matt ritchie,AFC Bournemouth,{'RM'},186395,name,71.0,38,Left,4,,,,,,
"[111.9, 23.3]",Romelu Lukaku Menama,3289.0,Center Forward,0,0,0.016156722,Everton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,111.9,23.3,15.866022855460656,12.28050300805815,romelu lukaku menama,Everton,"{'CF', 'ST'}",192505,name,80.0,78,Left,4,,,,,,
"[97.4, 54.3]",Séamus Coleman,4589.0,Right Back,0,0,0.022540381,Everton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,97.4,54.3,23.21195058585124,15.403445285829514,seamus coleman,Everton,{'RB'},180216,name,68.0,67,Right,3,,,,,,
"[108.4, 37.5]",Dan Gosling,3343.0,Right Center Midfield,0,0,0.077987686,AFC Bournemouth,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,108.4,37.5,10.370059064441236,38.28077154313773,dan gosling,AFC Bournemouth,{'CM'},184749,name,68.0,61,Right,3,,,,,,
"[107.4, 22.6]",Charlie Daniels,3345.0,Left Back,0,0,0.035584312,AFC Bournemouth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,107.4,22.6,18.447079037072506,13.867566365965972,charlie daniels,AFC Bournemouth,{'LB'},169638,name,47.0,61,Left,3,,,,,,
"[102.3, 26.7]",Junior Stanislas,3463.0,Left Midfield,0,0,0.04669816,AFC Bournemouth,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.3,26.7,19.17461032850472,17.744975893536935,junior stanislas,AFC Bournemouth,{'LM'},189446,name,62.0,43,Right,3,,,,,,
"[105.0, 30.4]",Andrew Surman,3344.0,Left Center Midfield,0,1,0.057667058,AFC Bournemouth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,105.0,30.4,15.45481235732094,23.08065158488176,andrew surman,AFC Bournemouth,{'CM'},172768,name,64.0,59,Left,4,,,,,,
"[94.0, 37.6]",Arouna Koné,26696.0,Left Wing,0,0,0.03499218,Everton,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,94.0,37.6,22.84128061208478,18.138957024298143,arouna kone,Everton,{'LW'},122849,name,75.0,73,Right,4,,,,,,
"[106.7, 39.3]",Matt Ritchie,3049.0,Right Midfield,0,1,0.086198434,AFC Bournemouth,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,106.7,39.3,11.652700599002792,34.83891886918778,matt ritchie,AFC Bournemouth,{'RM'},186395,name,71.0,38,Left,4,,,,,,
"[98.9, 31.6]",Junior Stanislas,3463.0,Left Midfield,0,0,0.042606443,AFC Bournemouth,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,98.9,31.6,19.795037414715832,19.65188160921489,junior stanislas,AFC Bournemouth,{'LM'},189446,name,62.0,43,Right,3,,,,,,
"[97.5, 56.1]",Adam Smith,6409.0,Right Back,0,0,0.018571923,AFC Bournemouth,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,97.5,56.1,23.976590275725197,14.3950801601892,adam smith,AFC Bournemouth,{'RB'},190885,name,53.0,56,Right,3,,,,,,
"[104.8, 26.4]",Charlie Daniels,3345.0,Left Back,0,1,0.03854697,AFC Bournemouth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,104.8,26.4,17.621679829119582,18.141733100491507,charlie daniels,AFC Bournemouth,{'LB'},169638,name,47.0,61,Left,3,,,,,,
"[111.4, 44.8]",Junior Stanislas,3463.0,Left Midfield,0,1,0.12619545,AFC Bournemouth,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,111.4,44.8,8.559908001842068,42.61233998999195,junior stanislas,AFC Bournemouth,{'LM'},189446,name,62.0,43,Right,3,,,,,,
"[96.8, 28.1]",Romelu Lukaku Menama,3289.0,Center Forward,0,0,0.029970357,Everton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,96.8,28.1,22.680459100291596,16.520055842984874,romelu lukaku menama,Everton,"{'CF', 'ST'}",192505,name,80.0,78,Left,4,,,,,,
"[112.9, 39.1]",Glenn Murray,3085.0,Center Attacking Midfield,1,0,0.08007654,AFC Bournemouth,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112.9,39.1,6.259423395968665,60.44659864292075,glenn murray,AFC Bournemouth,{'CAM'},155355,team+token_name+position,63.0,71,Right,3,,,,,,
"[115.7, 45.0]",Charlie Daniels,3345.0,Left Back,0,0,0.16213556,AFC Bournemouth,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,115.7,45.0,5.676170033570173,55.64924956199111,charlie daniels,AFC Bournemouth,{'LB'},169638,name,47.0,61,Left,3,,,,,,
"[113.0, 49.9]",Ross Barkley,4275.0,Center Attacking Midfield,0,1,0.11732264,Everton,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,113.0,49.9,10.408066583184407,25.280624888555053,ross barkley,Everton,{'CAM'},199189,name,72.0,65,Right,5,,,,,,
"[112.9, 41.1]",Junior Stanislas,3463.0,Left Midfield,0,0,0.15768006,AFC Bournemouth,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112.9,41.1,6.282466175794335,60.17181422331033,junior stanislas,AFC Bournemouth,{'LM'},189446,name,62.0,43,Right,3,,,,,,
"[112.7, 45.4]",Shinji Okazaki,3810.0,Right Center Forward,0,1,0.0949728,Leicester City,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,112.7,45.4,7.865637688706491,43.96756548739133,shinji okazaki,Leicester City,"{'CF', 'ST'}",194365,team+token_name+position,77.0,79,Right,4,,,,,,
"[110.1, 45.9]",Marcin Ryszard Wasilewski,7884.0,Right Center Back,1,0,0.04159231,Leicester City,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,110.1,45.9,10.00945209539464,36.15106621958302,marcin ryszard wasilewski,Leicester City,{'CB'},148569,name,56.0,78,Right,3,,,,,,
"[109.1, 33.3]",Ross Barkley,4275.0,Right Center Midfield,0,1,0.112989046,Everton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,109.1,33.3,11.10841713521779,32.402054249999296,ross barkley,Everton,{'CM'},199189,name,72.0,65,Right,5,,,,,,
"[108.0, 40.0]",Riyad Mahrez,3814.0,Right Midfield,0,0,0.7835,Leicester City,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,108.0,40.0,10.5,38.43419035395733,riyad mahrez,Leicester City,{'RM'},204485,name,70.0,45,Left,4,,,,,,
"[107.2, 44.1]",Romelu Lukaku Menama,3289.0,Center Forward,0,1,0.10226524,Everton,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,107.2,44.1,11.72967284283752,33.430867760636595,romelu lukaku menama,Everton,"{'CF', 'ST'}",192505,name,80.0,78,Left,4,,,,,,
"[112.7, 33.0]",Ross Barkley,4275.0,Right Center Midfield,0,0,0.2472509,Everton,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,112.7,33.0,8.729413282116962,36.665715251957145,ross barkley,Everton,{'CM'},199189,name,72.0,65,Right,5,,,,,,
"[113.6, 32.3]",Ross Barkley,4275.0,Right Center Midfield,0,1,0.113817975,Everton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,113.6,32.3,8.613769500050493,33.98764120711315,ross barkley,Everton,{'CM'},199189,name,72.0,65,Right,5,,,,,,
"[111.7, 45.3]",Romelu Lukaku Menama,3289.0,Center Forward,0,1,0.24777251,Everton,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,111.7,45.3,8.546281720725101,41.7113673646004,romelu lukaku menama,Everton,"{'CF', 'ST'}",192505,name,80.0,78,Left,4,,,,,,
"[116.3, 42.5]",Romelu Lukaku Menama,3289.0,Center Forward,1,0,0.18044521,Everton,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,116.3,42.5,3.872600063264987,86.13410261437973,romelu lukaku menama,Everton,"{'CF', 'ST'}",192505,name,80.0,78,Left,4,,,,,,
"[97.3, 55.3]",Shinji Okazaki,3810.0,Right Center Forward,0,0,0.018809892,Leicester City,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,97.3,55.3,23.741291692955546,14.801002392168968,shinji okazaki,Leicester City,"{'CF', 'ST'}",194365,team+token_name+position,77.0,79,Right,4,,,,,,
"[92.3, 24.1]",Andrew Philip King,3665.0,Right Defensive Midfield,0,0,0.009485928,Leicester City,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,92.3,24.1,27.75088523362813,13.195145303527047,andrew philip king,Leicester City,{'CDM'},186578,name,72.0,71,Right,3,,,,,,
"[93.8, 32.1]",Christian Fuchs,3812.0,Left Back,0,1,0.020013442,Leicester City,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,93.8,32.1,23.88821571402937,16.759183245243065,christian fuchs,Leicester City,{'LB'},139313,name,69.0,76,Left,2,,,,,,
"[102.5, 27.1]",Jamie Vardy,10960.0,Left Center Forward,0,0,0.06673946,Leicester City,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.5,27.1,18.833583866327725,18.18046209096339,jamie vardy,Leicester City,"{'CF', 'ST'}",208830,name,71.0,57,Right,3,,,,,,
"[108.1, 39.7]",Riyad Mahrez,3814.0,Right Midfield,0,0,0.7835,Leicester City,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,108.1,39.7,10.415621980947666,38.71408249362877,riyad mahrez,Leicester City,{'RM'},204485,name,70.0,45,Left,4,,,,,,
"[111.2, 35.7]",Romelu Lukaku Menama,3289.0,Center Forward,0,0,0.083129756,Everton,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,111.2,35.7,8.523439739917213,43.56840433201679,romelu lukaku menama,Everton,"{'CF', 'ST'}",192505,name,80.0,78,Left,4,,,,,,
"[107.4, 35.9]",Shinji Okazaki,3810.0,Right Center Forward,0,0,0.1401042,Leicester City,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,107.4,35.9,11.56269216056537,33.85554584514535,shinji okazaki,Leicester City,"{'CF', 'ST'}",194365,team+token_name+position,77.0,79,Right,4,,,,,,
"[113.1, 53.2]",Romelu Lukaku Menama,3289.0,Center Forward,0,0,0.10747358,Everton,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,113.1,53.2,12.741263918858287,16.52659647482862,romelu lukaku menama,Everton,"{'CF', 'ST'}",192505,name,80.0,78,Left,4,,,,,,
"[97.4, 48.2]",Ross Barkley,4275.0,Right Center Midfield,0,0,0.047967795,Everton,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,97.4,48.2,20.96739194559017,18.757882532498567,ross barkley,Everton,{'CM'},199189,name,72.0,65,Right,5,,,,,,
"[92.7, 42.0]",Romelu Lukaku Menama,3289.0,Center Forward,0,0,0.050897427,Everton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,92.7,42.0,23.94791548861821,17.337532104985918,romelu lukaku menama,Everton,"{'CF', 'ST'}",192505,name,80.0,78,Left,4,,,,,,
"[112.8, 46.3]",Romelu Lukaku Menama,3289.0,Center Forward,0,0,0.16286804,Everton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,112.8,46.3,8.268374991496207,39.99408892505284,romelu lukaku menama,Everton,"{'CF', 'ST'}",192505,name,80.0,78,Left,4,,,,,,
"[106.4, 28.3]",Kevin Mirallas,4317.0,Left Wing,0,1,0.09373425,Everton,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,106.4,28.3,15.508482356439648,20.983681039158004,kevin mirallas,Everton,{'LW'},172175,name,77.0,64,Right,4,,,,,,
"[102.3, 35.1]",Gareth Barry,3633.0,Center Defensive Midfield,0,1,0.06225902,Everton,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,102.3,35.1,16.03776422229732,24.937434351442487,gareth barry,Everton,{'CDM'},6826,name,65.0,74,Left,3,,,,,,
"[99.9, 43.5]",Ross Barkley,4275.0,Right Center Midfield,0,1,0.07817144,Everton,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,99.9,43.5,17.837342325862327,22.89974842062413,ross barkley,Everton,{'CM'},199189,name,72.0,65,Right,5,,,,,,
"[106.3, 39.3]",José Leonardo Ulloa,3671.0,Left Center Forward,0,0,0.41201138,Leicester City,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,106.3,39.3,12.00225733976738,33.88476440998129,jose leonardo ulloa,Leicester City,"{'CF', 'ST'}",165788,name,72.0,83,Right,4,,,,,,
"[109.7, 43.8]",Jamie Vardy,10960.0,Left Center Forward,0,0,0.12691802,Leicester City,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,109.7,43.8,9.573821402658398,40.1292835420462,jamie vardy,Leicester City,"{'CF', 'ST'}",208830,name,71.0,57,Right,3,,,,,,
"[102.4, 32.1]",Moussa Sissoko,3091.0,Right Midfield,0,0,0.06392977,Newcastle United,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.4,32.1,16.800334074059354,22.74773079612461,moussa sissoko,Newcastle United,{'RM'},183394,name,74.0,70,Right,2,,,,,,
"[113.6, 40.1]",José Leonardo Ulloa,3671.0,Right Center Forward,0,0,0.4375519,Leicester City,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,113.6,40.1,5.600645052134628,66.32649635492572,jose leonardo ulloa,Leicester City,"{'CF', 'ST'}",165788,name,72.0,83,Right,4,,,,,,
"[92.1, 43.3]",Danny Drinkwater,3662.0,Left Center Midfield,0,0,0.030989408,Leicester City,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,92.1,43.3,24.573119078578536,16.83862199975539,danny drinkwater,Leicester City,{'CM'},186132,manual,64.0,59,Right,4,{'Danny Drinkwater'},danny drinkwater,D. Drinkwater,Daniel Noel Drinkwater,CM,Leicester City
"[87.4, 38.8]",Moussa Sissoko,3091.0,Right Midfield,0,1,0.019137535,Newcastle United,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,87.4,38.8,28.5432308087224,14.604999253607032,moussa sissoko,Newcastle United,{'RM'},183394,name,74.0,70,Right,2,,,,,,
