location,player,player_id,position,shot_aerial_won,shot_first_time,shot_statsbomb_xg,under_pressure,shot_open_goal,shot_follows_dribble,goalkeeper_success_out,half_end_early_video_end,goal,shot_body_part_Head,shot_body_part_Left Foot,shot_body_part_Other,shot_body_part_Right Foot,shot_technique_Backheel,shot_technique_Diving Header,shot_technique_Half Volley,shot_technique_Lob,shot_technique_Normal,shot_technique_Overhead Kick,shot_technique_Volley,shot_type_Corner,shot_type_Free Kick,shot_type_Open Play,shot_type_Penalty,x,y,distance,angle
"[94.5, 42.9]",Aaron Ramsey,3517.0,Right Wing,0,1,0.0388317,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,94.5,42.9,25.664372191814863,17.611035131037767
"[93.5, 48.4]",Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,0,0,0.031541128,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,93.5,48.4,27.79946042641835,15.648789170892655
"[89.8, 22.3]",Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,0,0,0.0066598873,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,89.8,22.3,35.00471396826433,11.297814096790285
"[98.2, 26.0]",Diego da Silva Costa,5198.0,Center Forward,0,0,0.022901611,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,98.2,26.0,25.908299828433357,14.904419111850405
"[105.7, 24.2]",Theo Walcott,3668.0,Center Forward,0,0,0.04974059,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,105.7,24.2,21.31032613546775,14.633756155317545
"[115.1, 45.5]",Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,0,0,0.40097466,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,115.1,45.5,7.366138744281162,45.69526709485707
"[103.9, 23.5]",Aaron Ramsey,3517.0,Right Wing,0,0,0.023206672,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,103.9,23.5,23.05341623274086,14.029443216582832
"[87.3, 42.5]",Kurt Happy Zouma,3456.0,Right Center Back,0,0,0.020537829,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,87.3,42.5,32.79542651041453,13.868931343982647
"[92.6, 47.4]",Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,0,1,0.03388771,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,92.6,47.4,28.38168423473139,15.516624953545362
"[95.7, 28.2]",Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,0,1,0.02670228,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,95.7,28.2,27.0135151359463,15.236165553924923
"[109.7, 35.7]",Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,1,0,0.070368364,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,109.7,35.7,11.161541112229974,37.19440660244472
"[88.5, 46.8]",Branislav Ivanović,5594.0,Right Back,0,0,0.02306685,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,88.5,46.8,32.225610932921036,13.845036556036664
"[97.0, 39.6]",Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,0,0,0.051289365,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,97.0,39.6,23.003477997902838,19.725936513070305
"[106.2, 50.0]",Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,0,1,0.047126833,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,106.2,50.0,17.042300314218146,21.91362706545023
"[95.2, 44.9]",Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,0,0,0.07817649,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,95.2,44.9,25.279438284898657,17.663218532682507
"[83.7, 41.5]",Nemanja Matić,3381.0,Left Defensive Midfield,0,0,0.009548494,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,83.7,41.5,36.330978516962624,12.555417397096697
"[112.3, 42.5]",Kurt Happy Zouma,3456.0,Right Center Back,0,0,0.19744614,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112.3,42.5,8.095677859203642,51.19303600545319
"[98.5, 27.4]",Eden Hazard,3621.0,Left Wing,0,0,0.030608306,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,98.5,27.4,24.920072231034965,15.870070475901752
"[112.9, 47.6]",Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,0,1,0.097416475,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,112.9,47.6,10.400480758118825,31.643558909846167
"[100.0, 19.7]",Theo Walcott,3668.0,Center Forward,0,0,0.011941639,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,100.0,19.7,28.497192844208357,11.364039257413795
"[102.0, 52.6]",Eden Hazard,3621.0,Left Wing,0,0,0.04208766,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.0,52.6,21.971800108320668,17.145503223492344
"[109.6, 33.8]",Diego da Silva Costa,5198.0,Center Forward,0,1,0.08795297,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,109.6,33.8,12.107848694132256,32.49957058447298
"[96.7, 35.3]",Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,0,0,0.03997012,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,96.7,35.3,23.76930794112441,18.754342280336797
"[96.1, 41.9]",Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,0,0,0.070070244,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,96.1,41.9,23.975404063331244,18.88835787169633
"[100.8, 29.4]",Theo Walcott,3668.0,Left Wing,0,1,0.025204938,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,100.8,29.4,21.931712199461312,18.27955576859416
"[94.9, 33.8]",Nemanja Matić,3381.0,Left Defensive Midfield,0,1,0.03308965,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,94.9,33.8,25.854400012377,17.10643142274514
"[97.9, 41.4]",Eden Hazard,3621.0,Left Wing,0,0,0.08022562,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,97.9,41.4,22.144299492194367,20.44066856538244
"[107.1, 40.7]",Loïc Rémy,6623.0,Center Forward,0,0,0.09379961,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,107.1,40.7,12.918978287774934,34.368092436731075
"[103.7, 33.6]",Eden Hazard,3621.0,Left Wing,0,0,0.14941259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,103.7,33.6,17.511424842085233,24.163368986131943
"[115.1, 44.4]",Theo Walcott,3668.0,Left Wing,0,0,0.33881876,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,115.1,44.4,6.585590330410787,55.07670446503173
"[109.7, 41.5]",Aaron Ramsey,3517.0,Right Defensive Midfield,0,1,0.1675297,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,109.7,41.5,10.408650248711403,41.74426608195186
"[102.2, 32.6]",Ramires Santos do Nascimento,28100.0,Center Attacking Midfield,0,0,0.07621928,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,102.2,32.6,19.276929216034382,21.82363007066073
"[88.4, 53.9]",Branislav Ivanović,5594.0,Right Back,0,0,0.0061072973,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,88.4,53.9,34.52202195700593,12.134320326257251
"[98.1, 54.3]",Scott Sinclair,11117.0,Right Wing,0,0,0.04153543,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,98.1,54.3,26.155305389155757,14.694162291574356
"[108.3, 40.2]",Olivier Giroud,3604.0,Center Forward,0,0,0.7835,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,108.3,40.2,11.701709276853535,37.73992442339986
"[108.6, 43.4]",Olivier Giroud,3604.0,Center Forward,0,0,0.083645426,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,108.6,43.4,11.896217886370446,36.00130911781789
"[111.6, 33.8]",Laurent Koscielny,3394.0,Left Center Back,0,1,0.057764526,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,111.6,33.8,10.440306508910558,35.85114701420614
"[108.0, 26.3]",Leandro Bacuna,9533.0,Left Back,0,1,0.068181805,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,108.0,26.3,18.212358441453976,16.91429574498651
"[105.6, 22.7]",Jordan Ayew,3450.0,Left Wing,0,0,0.024126757,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,105.6,22.7,22.508887133752307,13.213179951919177
"[92.0, 35.3]",Idrissa Gana Gueye,3436.0,Left Center Midfield,0,0,0.031866387,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,92.0,35.3,28.391724146307144,15.828669890281741
"[105.7, 36.9]",Aaron Ramsey,3517.0,Left Center Midfield,0,1,0.71904194,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,105.7,36.9,14.632156368765335,30.00583733446682
"[96.9, 40.2]",Aaron Ramsey,3517.0,Left Center Midfield,0,1,0.037833,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,96.9,40.2,23.100865784641055,19.646461454712565
"[115.6, 46.6]",Alan Hutton,9642.0,Right Back,0,0,0.10365055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,115.6,46.6,7.932212806020781,36.8777121274531
"[107.9, 37.6]",Rudy Gestede,19362.0,Center Forward,1,0,0.06206297,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,107.9,37.6,12.335720489699815,35.40811178747487
"[97.3, 53.8]",Jordan Veretout,7153.0,Right Center Midfield,0,0,0.02500054,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,97.3,53.8,26.56557923328607,14.750718231020645
"[112.5, 44.6]",Rudy Gestede,19362.0,Center Forward,1,0,0.091126874,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112.5,44.6,8.798295289429653,44.33462303455858
"[93.5, 50.2]",Idrissa Gana Gueye,3436.0,Left Center Midfield,0,1,0.022351462,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,93.5,50.2,28.39524608099039,15.016397649820505
"[90.9, 41.6]",Carlos Alberto Sánchez Moreno,5685.0,Center Defensive Midfield,0,0,0.022984756,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,90.9,41.6,29.143953060626483,15.607584119782606
"[94.3, 56.0]",Jordan Veretout,7153.0,Right Center Midfield,0,0,0.022601364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,94.3,56.0,30.273585846410732,12.861317727234828
"[115.2, 44.1]",Scott Sinclair,11117.0,Right Wing,0,0,0.2272298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,115.2,44.1,6.312685640834651,58.1558426189651
"[95.8, 38.9]",Carles Gil de Pareja Vicent,6800.0,Right Wing,0,0,0.032634236,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,95.8,38.9,24.224987100099767,18.73402697957614
"[99.9, 45.9]",Jordan Veretout,7153.0,Right Center Midfield,0,1,0.04032639,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,99.9,45.9,20.948030933717845,20.821993354229406
"[101.8, 23.4]",Leandro Bacuna,9533.0,Left Back,0,0,0.0392699,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,101.8,23.4,24.633310780323463,13.844405637315983
"[103.2, 36.2]",Kieran Gibbs,3528.0,Left Wing,0,0,0.044319924,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,103.2,36.2,17.22440129583609,25.586829201267843
"[95.2, 30.9]",Idrissa Gana Gueye,3436.0,Left Center Midfield,0,1,0.022195127,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,95.2,30.9,26.41685068285014,16.223574297519924
"[92.9, 34.9]",Carles Gil de Pareja Vicent,6800.0,Right Wing,0,0,0.038047235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,92.9,34.9,27.575713952679443,16.237326219301533
"[104.8, 57.9]",Carles Gil de Pareja Vicent,6800.0,Right Wing,0,0,0.029532647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,104.8,57.9,23.48297255459794,12.794784527097905
"[106.6, 49.3]",Alex Oxlade-Chamberlain,3525.0,Right Wing,0,0,0.06298616,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,106.6,49.3,16.311039206623228,23.20550378125057
"[107.6, 54.3]",Adama Traoré Diarra,11333.0,Right Wing,0,0,0.08406523,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,107.6,54.3,18.9274932307477,16.164051515865136
"[114.6, 24.1]",Aaron Ramsey,3517.0,Center Attacking Midfield,0,0,0.014339935,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,114.6,24.1,16.791962362987835,9.225662361678527
"[105.8, 44.6]",Héctor Bellerín Moruno,3511.0,Right Back,0,0,0.10026226,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,105.8,44.6,14.926486525636236,28.781005387324292
"[98.8, 50.3]",David Josué Jiménez Silva,3064.0,Center Attacking Midfield,0,0,0.041049615,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,98.8,50.3,23.56968391811821,17.450419209216047
"[94.7, 24.8]",Fernando Luiz Roza,3054.0,Left Center Midfield,0,0,0.020903872,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,94.7,24.8,29.514911485552513,13.316233221873087
"[108.2, 30.2]",David Josué Jiménez Silva,3064.0,Center Attacking Midfield,0,1,0.059302077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,108.2,30.2,15.338839591051206,23.29186907962934
"[107.2, 60.5]",Kevin De Bruyne,3089.0,Right Midfield,0,0,0.008411573,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,107.2,60.5,24.167953988701647,10.218021162286167
"[101.1, 56.7]",Kevin De Bruyne,3089.0,Right Midfield,0,0,0.02781227,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,101.1,56.7,25.221022976873883,13.70313222400511
"[108.7, 53.2]",Kevin De Bruyne,3089.0,Right Midfield,0,0,0.13341597,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,108.7,53.2,17.376133056580798,17.544938434694053
"[100.9, 25.3]",Theo Walcott,3668.0,Left Wing,0,0,0.034853064,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,100.9,25.3,24.101867147588376,15.13575803535354
"[111.4, 46.8]",Gnégnéri Yaya Touré,3087.0,Right Center Midfield,1,0,0.044301234,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,111.4,46.8,10.96357605893259,33.43553441804333
"[111.7, 26.5]",Olivier Giroud,3604.0,Center Forward,0,1,0.10357236,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,111.7,26.5,15.847397262642215,15.768881729189495
"[91.8, 25.4]",Aleksandar Kolarov,5596.0,Left Back,0,0,0.012818143,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,91.8,25.4,31.755314515841285,12.807260513884062
"[103.2, 37.1]",Sergio Leonel Agüero del Castillo,3237.0,Center Forward,0,0,0.1318786,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,103.2,37.1,17.048460341039593,26.074818427622784
"[111.8, 37.5]",Joel Nathaniel Campbell Samuels,5581.0,Right Wing,0,1,0.21412638,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,111.8,37.5,8.57263086805912,48.769584305556265
"[106.3, 35.9]",Sergio Leonel Agüero del Castillo,3237.0,Center Forward,0,0,0.034098778,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,106.3,35.9,14.300349646075095,30.17510490206603
"[112.6, 53.3]",Joel Nathaniel Campbell Samuels,5581.0,Right Wing,0,0,0.071731,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,112.6,53.3,15.22005256232711,15.350620943441054
"[111.4, 36.2]",Aaron Ramsey,3517.0,Left Center Midfield,0,0,0.49588525,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,111.4,36.2,9.402127418834521,43.539517488156385
"[109.1, 39.9]",Wilfried Guemiand Bony,3598.0,Center Forward,0,0,0.07706488,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,109.1,39.9,10.90045870594445,40.300745096324455
"[93.7, 18.7]",Aleksandar Kolarov,5596.0,Left Back,0,0,0.006918464,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,93.7,18.7,33.84346317976338,10.553049691643345
"[102.8, 36.1]",Aaron Ramsey,3517.0,Left Center Midfield,0,0,0.09111866,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.8,36.1,17.636609651517496,25.0025401623846
"[99.7, 22.5]",Raheem Sterling,3233.0,Left Midfield,0,0,0.024466073,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,99.7,22.5,26.801865606707306,13.019518622440575
"[109.0, 37.3]",Wilfried Guemiand Bony,3598.0,Center Forward,1,0,0.046848908,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,109.0,37.3,11.326517558367179,38.08527023966261
"[94.6, 36.2]",Theo Walcott,3668.0,Left Wing,0,0,0.041459296,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,94.6,36.2,25.68267898798722,17.522159838106372
"[101.1, 52.0]",Gnégnéri Yaya Touré,3087.0,Right Center Midfield,0,1,0.04421788,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,101.1,52.0,22.387719848166768,17.30795591688729
"[109.7, 29.4]",Aaron Ramsey,3517.0,Left Center Midfield,0,1,0.30123034,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,109.7,29.4,14.780054127099806,22.147015111255687
"[104.0, 47.3]",Wilfried Guemiand Bony,3598.0,Center Forward,0,1,0.11095885,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,104.0,47.3,17.586642658563346,23.57780924653
"[109.5, 37.7]",Wilfried Guemiand Bony,3598.0,Center Forward,1,0,0.05624884,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,109.5,37.7,10.748953437428222,40.16041242370243
"[106.8, 35.3]",Gnégnéri Yaya Touré,3087.0,Right Center Midfield,0,1,0.35093418,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,106.8,35.3,14.011780757633916,30.35294445105593
"[89.1, 49.3]",Fernando Luiz Roza,3054.0,Left Center Midfield,0,0,0.018215073,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,89.1,49.3,32.26918034285966,13.555320176939164
"[107.6, 28.2]",Ignacio Monreal Eraso,3498.0,Left Back,0,1,0.058628954,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,107.6,28.2,17.117242768623694,19.703600900159664
"[99.8, 52.8]",Joel Nathaniel Campbell Samuels,5581.0,Right Wing,0,1,0.040083643,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,99.8,52.8,23.914012628582434,16.209688000752653
"[110.4, 45.9]",Bafétimbi Gomis,20521.0,Center Forward,1,0,0.117854,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,110.4,45.9,11.268096556206816,34.68629257028218
"[104.5, 46.9]",Olivier Giroud,3604.0,Center Forward,0,1,0.20338157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,104.5,46.9,16.966437457521835,24.518540847454364
"[100.1, 21.1]",Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,0,0,0.012535366,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,100.1,21.1,27.44485379811669,12.185698639884803
"[109.2, 38.5]",Jonjo Shelvey,3057.0,Right Center Midfield,0,0,0.046689555,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,109.2,38.5,10.903669107231746,40.02124690766234
"[95.4, 43.4]",Joel Nathaniel Campbell Samuels,5581.0,Right Wing,0,0,0.04595543,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,95.4,43.4,24.833847869389867,18.13915141258949
"[91.3, 32.7]",Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,0,1,0.022285765,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,91.3,32.7,29.61384811198977,14.931748532813005
"[113.0, 40.5]",Olivier Giroud,3604.0,Center Forward,0,0,0.12239959,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,113.0,40.5,7.0178344238090995,59.30027744918559
"[97.5, 32.1]",Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,0,0,0.055132754,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,97.5,32.1,23.846593048064538,18.0403019293524
"[99.5, 50.8]",Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,0,0,0.04358182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,99.5,50.8,23.170886905770352,17.476386600395358
"[101.9, 27.0]",Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,0,0,0.031992633,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,101.9,27.0,22.284748147555984,16.766702452913336
"[112.4, 42.5]",Laurent Koscielny,3394.0,Left Center Back,0,0,0.08546485,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,112.4,42.5,8.000624975587838,51.70403191903206
"[114.4, 30.5]",Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,0,0,0.10511785,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,114.4,30.5,11.027692415006864,22.98676622682799
"[113.9, 43.3]",Laurent Koscielny,3394.0,Left Center Back,0,0,0.6125727,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,113.9,43.3,6.935416353759874,56.66360563326673
"[112.8, 49.0]",Joel Nathaniel Campbell Samuels,5581.0,Right Wing,0,0,0.21403745,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,112.8,49.0,11.52562362737913,26.242460935707346
"[100.1, 25.0]",Ashley Williams,3644.0,Left Center Back,0,0,0.031951834,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,100.1,25.0,24.92007223103497,14.742397453389335
"[100.8, 23.8]",Joel Nathaniel Campbell Samuels,5581.0,Right Wing,0,0,0.028054954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,100.8,23.8,25.12130569854999,14.021338218649538
"[111.8, 55.1]",Alexis Alejandro Sánchez Sánchez,3385.0,Center Forward,0,0,0.0393697,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,111.8,55.1,17.182840277439585,13.21993316787245
"[108.7, 51.8]",Mesut Özil,3496.0,Right Wing,0,0,0.060334682,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,108.7,51.8,16.337992532744035,19.812054581658213
"[102.0, 50.8]",Fabio Borini,7171.0,Right Wing,0,0,0.13590072,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.0,50.8,20.99142682144308,18.73235146197292
"[95.5, 35.5]",Aaron Ramsey,3517.0,Right Defensive Midfield,0,0,0.03983675,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,95.5,35.5,24.9098374141623,17.964503877998062
"[113.9, 41.9]",Duncan Watmore,22281.0,Left Wing,0,0,0.1528157,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,113.9,41.9,6.389053137985309,63.041812901616424
"[89.3, 48.9]",Yann Gérard M'Vila,4429.0,Right Defensive Midfield,0,0,0.02001482,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,89.3,48.9,31.964042297556798,13.723484962858418
"[92.9, 41.8]",Aaron Ramsey,3517.0,Right Defensive Midfield,0,0,0.025886346,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,92.9,41.8,27.15971281144187,16.72145782750049
"[109.3, 36.0]",Fabio Borini,7171.0,Right Wing,0,0,0.05504455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,109.3,36.0,11.423221962301183,36.78412558489689
"[107.0, 27.1]",Joel Nathaniel Campbell Samuels,5581.0,Right Wing,0,1,0.14589794,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,107.0,27.1,18.31420213932346,18.035266231043856
"[108.8, 33.4]",Aaron Ramsey,3517.0,Right Defensive Midfield,0,1,0.24243128,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,108.8,33.4,13.000000000000004,30.354132048534087
"[88.0, 45.3]",DeAndre Yedlin,3658.0,Right Wing Back,0,0,0.018658962,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,88.0,45.3,32.43593686021725,13.878823567896694
"[91.5, 36.0]",Alex Oxlade-Chamberlain,3525.0,Left Wing,0,0,0.029070292,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,91.5,36.0,28.77933286231632,15.679524122419252
"[102.7, 25.5]",Aaron Ramsey,3517.0,Right Defensive Midfield,0,0,0.012476251,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,102.7,25.5,22.572992712531494,15.664721636525194
"[92.2, 50.5]",Steven Fletcher,9554.0,Center Forward,0,0,0.019865463,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,92.2,50.5,29.71683024819437,14.385686944456188
"[116.8, 35.1]",Steven Fletcher,9554.0,Center Forward,0,1,0.22859909,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,116.8,35.1,5.852349955359813,54.51528556834507
