,Player Name,Shooting,Saving,statsbomb_name,player_norm
594,Lynden Gooch,55.166666666666664,15.25,,
595,Maksymilian Stryjek,16.5,71.75,,
596,Martin Smith,55.0,10.5,,
597,Mikael Mandron,58.5,15.25,,
598,Ola Toivonen,76.16666666666667,11.0,,
599,Patrick van Aanholt,61.0,11.75,,
600,Rees Greenwood,56.0,12.25,,
601,Sebastian Larsson,75.66666666666667,11.75,,
602,Sebastián Coates,41.333333333333336,18.5,,
603,Steve Harper,22.333333333333332,85.25,,
604,Thomas Robson,39.166666666666664,13.75,,
605,Tom Beadling,33.833333333333336,13.5,,
606,Valentin Roberge,37.5,11.0,,
607,Vito Mannone,21.666666666666668,92.25,,
608,Wahbi Khazri,77.16666666666667,9.0,,
609,Wes Brown,35.666666666666664,16.0,,
610,Will Buckley,65.33333333333333,11.25,,
611,Yann M'Vila,59.333333333333336,14.25,,
612,Younès Kaboul,49.5,11.75,,
613,Alberto Paloschi,73.16666666666667,15.75,,
614,Alex Bray,51.833333333333336,14.0,,
615,André Ayew,72.33333333333333,12.0,,
616,Ashley Williams,41.333333333333336,10.25,,
617,Bafétimbi Gomis,80.0,15.25,,
618,Connor Roberts,30.166666666666668,12.25,,
619,Daniel Alfei,44.833333333333336,18.25,,
620,Federico Fernández,30.166666666666668,15.5,,
621,Gregor Zabret,16.333333333333332,79.25,,
622,Gylfi Sigurðsson,80.0,15.25,,
623,Henry Jones,50.5,16.0,,
624,Jack Cork,54.666666666666664,12.25,,
625,Jay Fulton,53.666666666666664,12.75,,
626,Jefferson Montero,69.83333333333333,15.0,,
627,Jordi Amat,43.333333333333336,12.0,,
628,Josh Sheehan,45.833333333333336,17.0,,
629,Josh Vickers,16.833333333333332,75.5,,
630,Kenji Gorré,60.833333333333336,13.25,,
631,Ki Sung Yueng,72.5,14.0,,
632,Kristoffer Nordfeldt,13.833333333333334,91.0,,
633,Kyle Bartley,29.0,9.75,,
634,Kyle Naughton,53.0,13.5,,
635,Lee Lucas,51.5,10.25,,
636,Leon Britton,52.5,14.5,,
637,Leroy FerL,74.16666666666667,14.0,,
638,Liam Shephard,28.833333333333332,11.25,,
639,Marvin Emnes,66.83333333333333,14.25,,
640,Matthew Grimes,55.833333333333336,17.25,,
641,Modou Barrow,60.5,13.25,,
642,Nathan Dyer,70.0,14.75,,
643,Neil Taylor,45.0,17.0,,
644,Oliver Davies,13.833333333333334,74.75,,
645,Oliver McBurnie,52.5,15.75,,
646,Owain Jones,52.666666666666664,13.25,,
647,Raheem Hanley,38.166666666666664,15.5,,
648,Stephen Kingsley,31.833333333333332,13.5,,
649,Wayne Routledge,66.33333333333333,16.5,,
650,Àngel Rangel,58.0,13.5,,
651,Łukasz Fabiański,16.833333333333332,99.0,,
652,Alex Pritchard,65.33333333333333,14.25,,
653,Anthony Georgiou,43.666666666666664,14.0,,
654,Ben Davies,49.666666666666664,12.5,,
655,Cameron Carter-Vickers,26.166666666666668,14.5,,
656,Christian Eriksen,73.66666666666667,11.25,,
657,Christian Maghoma,32.666666666666664,12.75,,
658,Clinton N'Jié,66.66666666666667,14.0,,
659,Connor Ogilvie,38.5,14.75,,
660,Cy Goddard,52.666666666666664,14.5,,
661,Danny Rose,63.333333333333336,14.25,,
662,DeAndre Yedlin,54.833333333333336,12.75,,
663,Dele Alli,71.33333333333333,9.75,,
664,Emmanuel Sonupe,50.333333333333336,14.5,,
665,Eric Dier,62.333333333333336,14.5,,
666,Erik Lamela,78.5,14.0,,
667,Grant Ward,59.166666666666664,11.75,,
668,Harry Kane,80.16666666666667,12.75,,
669,Harry Winks,51.666666666666664,12.5,,
670,Heung Min Son,78.83333333333333,12.75,,
671,Hugo Lloris,18.0,106.25,,
672,Jan Vertonghen,66.5,10.25,,
673,Josh Onomah,54.333333333333336,11.0,,
674,Kevin Wimmer,29.666666666666668,14.75,,
675,Kieran Trippier,55.0,14.25,,
676,Kyle Walker,64.83333333333333,13.25,,
677,Kyle Walker-Peters,27.666666666666668,12.25,,
678,Luke Amos,40.333333333333336,12.75,,
679,Luke McGee,17.333333333333332,77.75,,
680,Michel Vorm,19.833333333333332,101.0,,
681,Moussa Dembélé,73.0,19.0,,
682,Nabil Bentaleb,65.5,13.0,,
683,Nacer Chadli,76.33333333333333,14.5,,
684,Nathan Oduwa,54.666666666666664,11.5,,
685,Ryan Mason,69.0,13.5,,
686,Toby Alderweireld,58.5,17.0,,
687,Tom Carroll,59.166666666666664,13.0,,
688,William Miller,48.833333333333336,11.5,,
689,Adlène Guédioura,67.0,14.5,,
690,Alex Jakubiak,55.166666666666664,11.75,,
691,Alfie Young,40.333333333333336,13.25,,
692,Allan-Roméo Nyom,50.166666666666664,13.75,,
693,Almen Abdi,67.5,10.75,,
694,Ben Watson,68.0,11.5,,
695,Bernard Mensah,56.166666666666664,12.5,,
696,Costel Pantilimon,14.333333333333334,96.5,,
697,Craig Cathcart,35.166666666666664,11.0,,
698,Daniel Pudil,60.833333333333336,14.0,,
699,Dennon Lewis,63.0,12.0,,
700,Etienne Capoue,61.833333333333336,15.25,,
701,Gabriele Angella,42.833333333333336,13.25,,
702,George Byers,47.166666666666664,16.0,,
703,Gomes,20.833333333333332,97.25,,
704,Ikechi Anya,60.0,15.5,,
705,Joel Ekstrand,32.666666666666664,17.5,,
706,Jose Holebas,68.16666666666667,18.25,,
707,Josh Doherty,42.0,11.5,,
708,Juan Carlos Paredes,48.833333333333336,19.0,,
709,Jurado,75.5,14.0,,
710,Mario Suárez,66.66666666666667,13.5,,
711,Mathias Ranégie,63.666666666666664,3.75,,
712,Matěj Vydra,72.66666666666667,14.75,,
713,Miguel Angel Britos,32.5,14.5,,
714,Nathan AkéL,50.333333333333336,13.25,,
715,Nathan Gartside,19.666666666666668,66.75,,
716,Nordin Amrabat,76.0,13.75,,
717,Obbi Oulare,62.5,11.75,,
718,Odion Ighalo,71.83333333333333,13.25,,
719,Rene Gilmartin,17.5,74.5,,
720,Sean Murray,67.33333333333333,12.75,,
721,Sebastian Prödl,34.5,13.25,,
722,Steven Berghuis,73.83333333333333,12.75,,
723,Tommie Hoban,37.5,14.25,,
724,Troy Deeney,77.0,14.5,,
725,Uche Ikpeazu,56.5,14.5,,
726,Valon Behrami,67.5,15.25,,
727,Alex Palmer,19.0,70.0,,
728,Alex PritchardL,65.33333333333333,14.25,,
729,Anders Lindegaard,22.833333333333332,98.25,,
730,Andre Wright,61.333333333333336,11.0,,
731,Ben Foster,21.333333333333332,100.25,,
732,Boaz Myhill,19.333333333333332,92.25,,
733,Callam Jones,33.666666666666664,14.25,,
734,Callum McManaman,63.666666666666664,14.25,,
735,Chris Brunt,72.16666666666667,14.5,,
736,Claudio Yacob,53.166666666666664,8.75,,
737,Craig Dawson,43.666666666666664,8.5,,
738,Craig Gardner,76.66666666666667,15.75,,
739,Cristian Gamboa,58.5,13.75,,
740,Darren Fletcher,65.66666666666667,13.75,,
741,Gareth McAuley,40.166666666666664,11.5,,
742,Jack Fitzwater,34.666666666666664,14.0,,
743,Jack Rose,18.833333333333332,75.75,,
744,James Chester,37.166666666666664,15.25,,
745,James McClean,66.33333333333333,14.5,,
746,James Morrison,75.83333333333333,13.5,,
747,Joe Ward,52.333333333333336,13.0,,
748,Jonas Olsson,54.166666666666664,13.75,,
749,Jonathan Leko,62.833333333333336,10.25,,
750,Jonny Evans,35.5,15.75,,
751,Kyle Edwards,51.333333333333336,11.5,,
752,Rickie Lambert,81.16666666666667,17.0,,
753,Saido Berahino,76.5,12.5,,
754,Salomón Rondón,75.33333333333333,14.5,,
755,Samir Nabi,56.666666666666664,13.0,,
756,SandroL,66.83333333333333,15.75,,
757,Stéphane Sessègnon,72.83333333333333,12.5,,
758,Sébastien Pocognoli,61.833333333333336,14.25,,
759,Tahvon Campbell,53.666666666666664,14.25,,
760,Tyler Roberts,59.0,13.5,,
761,Victor Anichebe,71.5,13.5,,
762,Zachary Elbouzedi,53.833333333333336,10.0,,
763,Aaron Cresswell,57.5,14.0,,
764,Adrián,24.0,99.0,,
765,Alexandre SongL,57.5,12.75,,
766,Andy Carroll,76.83333333333333,14.5,,
767,Angelo Ogbonna,40.166666666666664,5.25,,
768,Carl JenkinsonL,55.0,15.5,,
769,Cheikhou Kouyaté,61.833333333333336,14.75,,
770,Darren Randolph,20.166666666666668,92.75,,
771,Diafra Sakho,73.0,15.75,,
772,Diego Poyet,48.666666666666664,15.0,,
773,Dimitri Payet,78.16666666666667,15.75,,
774,Djair Parfitt-Williams,51.5,11.5,,
775,Doneil Henry,45.666666666666664,13.0,,
776,Elliot Lee,59.166666666666664,14.75,,
777,Emmanuel EmenikeL,73.66666666666667,14.75,,
778,Enner Valencia,72.66666666666667,11.75,,
779,George Dobson,28.833333333333332,11.25,,
780,Grady Diangana,48.0,10.75,,
781,James Collins,46.666666666666664,17.0,,
782,James Tomkins,35.666666666666664,13.25,,
783,Joey O'Brien,51.0,13.75,,
784,Josh Cullen,50.166666666666664,12.5,,
785,Kyle Knoyle,30.0,13.75,,
786,Leo Chambers,29.833333333333332,12.75,,
787,Lewis Page,38.5,13.5,,
788,Luka Belić,57.833333333333336,14.25,,
789,Manuel Lanzini,69.16666666666667,14.75,,
790,Marcus Browne,49.833333333333336,15.0,,
791,Mark Noble,70.5,11.75,,
792,Martin Samuelsen,48.0,12.75,,
793,Michail Antonio,72.33333333333333,15.25,,
794,Pedro Obiang,61.166666666666664,9.5,,
795,Raphael Spiegel,22.166666666666668,74.0,,
796,Reece Burke,28.833333333333332,13.0,,
797,Reece Oxford,37.666666666666664,13.5,,
798,Sam Byram,57.666666666666664,14.5,,
799,Stephen Hendrie,36.666666666666664,12.0,,
800,Victor MosesL,70.5,14.25,,
801,Winston Reid,50.166666666666664,15.75,,
802,Adam Johnson,73.0,0.0,Adam Johnson,adam johnson
803,Steven Fletcher,73.0,0.0,Steven Fletcher,steven fletcher
804,Mikel Arteta Amatriain,75.0,0.0,Mikel Arteta Amatriain,mikel arteta amatriain
805,Ramires Santos do Nascimen.,70.0,0.0,Ramires Santos do Nascimento,ramires santos do nascimen
806,Mauro Zárate,78.0,0.0,Mauro Matías Zárate,mauro zarate
807,Éder Macedo Lopes,75.0,0.0,Éderzito António Macedo Lopes,eder macedo lopes
808,Bradley Johnson,75.0,0.0,Bradley Johnson,bradley johnson
809,Florian Thauvin,69.0,0.0,Florian Thauvin,florian thauvin
810,Nikica Jelavić,74.0,0.0,Nikica Jelavić,nikica jelavic
811,Brede Hangeland,40.0,0.0,Brede Hangeland,brede hangeland
812,Javier Hernández,80.0,0.0,Javier Hernández Balcázar,javier hernandez
813,Miguel Layún,74.0,0.0,Miguel Arturo Layún Prado,miguel layun
814,Gary Hooper,73.0,0.0,Gary Hooper,gary hooper
815,Modibo Maïga,64.0,0.0,Modibo Maïga,modibo maiga
816,Juan Cuadrado,75.0,0.0,Juan Guillermo Cuadrado Bello,juan cuadrado
817,Alessandro Diamanti,73.0,0.0,Alessandro Diamanti,alessandro diamanti
818,Steven Taylor,37.0,0.0,Steven Taylor,steven taylor
819,Mathieu Debuchy,67.0,0.0,Mathieu Debuchy,mathieu debuchy
