sofifa_id,short_name,long_name,player_positions,overall,club_team_id,club_name,league_name,league_level,shooting,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
163587,K. Schmeichel,Kasper Peter Schmeichel,GK,76,95.0,Leicester City,English Premier League,1.0,,79,71,85,72,81,46.0
164769,S. Fletcher,Steven Fletcher,ST,76,106.0,Sunderland,English Premier League,1.0,75.0,13,10,13,16,9,
164876,Michu,Miguel Pérez Cuesta,"ST, CAM",76,1960.0,Swansea City,English Premier League,1.0,76.0,13,5,14,11,10,
169214,S. Sinclair,Scott Sinclair,"LW, LM",76,2.0,Aston Villa,English Premier League,1.0,72.0,13,11,10,13,15,
169590,D. Gibson,Darron Gibson,"CM, CDM",76,7.0,Everton,English Premier League,1.0,68.0,15,7,12,15,6,
170570,S. Ireland,Stephen Ireland,"CAM, CM",76,1806.0,Stoke City,English Premier League,1.0,68.0,16,9,10,11,14,
170770,José Enrique,José Enrique de la Sánchez Diaz,LB,76,9.0,Liverpool,English Premier League,1.0,53.0,15,16,15,15,13,
171972,J. McArthur,James McArthur,"CDM, CM",76,1799.0,Crystal Palace,English Premier League,1.0,60.0,1,1,1,1,1,
172203,F. Forster,Fraser Forster,GK,76,17.0,Southampton,English Premier League,1.0,,74,77,74,76,82,34.0
172962,V. Moses,Victor Moses,"LM, LW, RM",76,19.0,West Ham United,English Premier League,1.0,71.0,9,7,8,16,16,
173373,S. Romero,Sergio Germán Romero,GK,76,11.0,Manchester United,English Premier League,1.0,,76,67,81,73,82,43.0
173436,N. Dyer,Nathan Dyer,"RM, RW",76,95.0,Leicester City,English Premier League,1.0,74.0,12,11,14,8,16,
177578,S. Prödl,Sebastian Prödl,CB,76,1795.0,Watford,English Premier League,1.0,36.0,11,8,12,15,8,
181483,M. Jedinák,Mile Jedinák,"CDM, CM",76,1799.0,Crystal Palace,English Premier League,1.0,68.0,13,7,15,15,15,
183465,J. Rodwell,Jack Rodwell,CM,76,106.0,Sunderland,English Premier League,1.0,72.0,9,10,15,11,12,
184472,M. Olsson,Martin Tony Waikwa Olsson,LB,76,1792.0,Norwich City,English Premier League,1.0,62.0,11,9,7,9,12,
186345,K. Trippier,Kieran Trippier,RB,76,18.0,Tottenham Hotspur,English Premier League,1.0,56.0,11,14,8,11,10,
186392,J. Ward,Joel Ward,"RB, LB, CDM",76,1799.0,Crystal Palace,English Premier League,1.0,54.0,8,7,7,10,11,
188696,F. Tabanou,Franck Tabanou,"LB, LWB",76,1960.0,Swansea City,English Premier League,1.0,71.0,15,13,14,11,6,
188988,M. Lanzini,Manuel Lanzini,CAM,76,19.0,West Ham United,English Premier League,1.0,66.0,14,9,6,7,15,
189157,Y. Bolasie,Yannick Bolasie Yala,"LW, RW",76,1799.0,Crystal Palace,English Premier League,1.0,68.0,8,9,12,14,6,
192613,C. Pantilimon,Costel Fane Pantilimon,GK,76,106.0,Sunderland,English Premier League,1.0,,76,77,68,79,78,45.0
193475,P. Souaré,Pape N'Diaye Souaré,"LB, LM",76,1799.0,Crystal Palace,English Premier League,1.0,49.0,8,8,14,16,10,
193942,J. Colback,Jack Colback,"CDM, LB, CM",76,13.0,Newcastle United,English Premier League,1.0,59.0,6,6,6,10,7,
195859,D. Ings,Daniel William John Ings,ST,76,9.0,Liverpool,English Premier League,1.0,74.0,10,13,12,16,6,
197756,J. Ayew,Jordan Pierre Ayew,"ST, LM",76,2.0,Aston Villa,English Premier League,1.0,76.0,6,8,7,16,8,
198202,P. Wollscheid,Philipp Wollscheid,CB,76,1806.0,Stoke City,English Premier League,1.0,39.0,11,7,6,11,13,
201519,J. Veretout,Jordan Veretout,"CM, CDM, CAM",76,2.0,Aston Villa,English Premier League,1.0,73.0,9,10,11,8,9,
204289,S. Berahino,Saido Berahino,ST,76,109.0,West Bromwich Albion,English Premier League,1.0,78.0,7,11,14,10,15,
204713,J. Campbell,Joel Nathaniel Campbell Samuels,"RM, ST, CAM",76,1.0,Arsenal,English Premier League,1.0,72.0,8,15,14,15,14,
204970,F. Thauvin,Florian Tristan Mariano Thauvin,"RM, CAM, RW",76,13.0,Newcastle United,English Premier League,1.0,71.0,8,11,14,10,9,
205601,C. Atsu,Christian Atsu Twasam,"LW, CAM, RW",76,1943.0,AFC Bournemouth,English Premier League,1.0,67.0,13,12,12,10,9,
205923,B. Davies,Benjamin Thomas Davies,LB,76,18.0,Tottenham Hotspur,English Premier League,1.0,50.0,11,7,6,7,14,
213135,D. Origi,Divock Okoth Origi,"ST, LW, RW",76,9.0,Liverpool,English Premier League,1.0,74.0,15,13,16,11,15,
215716,A. Mitrović,Aleksandar Mitrović,ST,76,13.0,Newcastle United,English Premier League,1.0,78.0,15,12,6,7,13,
215914,N. Kanté,N'Golo Kanté,"CM, CDM",76,95.0,Leicester City,English Premier League,1.0,66.0,15,12,10,7,10,
220295,E. Valencia,Enner Remberto Valencia Lastra,ST,76,19.0,West Ham United,English Premier League,1.0,75.0,9,12,16,9,8,
2651,S. Given,Shay Given,GK,75,1806.0,Stoke City,English Premier League,1.0,,72,73,72,79,75,44.0
3484,J. O'Shea,John O'Shea,CB,75,106.0,Sunderland,English Premier League,1.0,33.0,9,14,13,10,14,
13130,W. Brown,Wes Brown,CB,75,106.0,Sunderland,English Premier League,1.0,30.0,15,13,16,9,12,
13879,R. Lambert,Rickie Lambert,ST,75,109.0,West Bromwich Albion,English Premier League,1.0,81.0,13,15,7,16,11,
19292,J. Collins,James Collins,CB,75,19.0,West Ham United,English Premier League,1.0,49.0,15,12,10,15,11,
109852,G. McAuley,Gareth McAuley,CB,75,109.0,West Bromwich Albion,English Premier League,1.0,43.0,6,11,12,10,13,
135451,Gomes,Heurelho da Silva Gomes,GK,75,1795.0,Watford,English Premier League,1.0,,81,67,62,74,81,51.0
137671,P. Odemwingie,Osazemwinde Peter Odemwingie,"RM, ST, LM",75,1806.0,Stoke City,English Premier League,1.0,77.0,15,7,15,8,16,
138782,D. Fletcher,Darren Fletcher,"CM, CDM",75,109.0,West Bromwich Albion,English Premier League,1.0,68.0,10,16,7,10,9,
152514,J. Puncheon,Jason David Ian Puncheon,"CAM, RM, LM",75,1799.0,Crystal Palace,English Premier League,1.0,75.0,13,13,14,16,12,
155976,C. Adam,Charles Graham Adam,"CM, CAM",75,1806.0,Stoke City,English Premier League,1.0,78.0,8,7,9,6,6,
156650,Y. Gouffran,Yoan Gouffran,"LM, RM",75,13.0,Newcastle United,English Premier League,1.0,74.0,16,8,13,9,10,
157310,S. Marveaux,Sylvain Marveaux,"CAM, ST, LW",75,13.0,Newcastle United,English Premier League,1.0,71.0,7,9,9,12,12,
158804,L. Osman,Leon Osman,"LM, CM, CAM",75,7.0,Everton,English Premier League,1.0,73.0,16,14,9,7,8,
159171,Jurado,José Manuel Jurado Marín,"LM, CAM, LW, CM",75,1795.0,Watford,English Premier League,1.0,77.0,11,15,7,6,13,
163303,G. Whelan,Glenn Whelan,"CDM, CM",75,1806.0,Stoke City,English Premier League,1.0,66.0,10,13,16,16,11,
163369,S. Pocognoli,Sébastien Pocognoli,LB,75,109.0,West Bromwich Albion,English Premier League,1.0,59.0,10,9,8,15,13,
163600,J. Ruddy,John Ruddy,GK,75,1792.0,Norwich City,English Premier League,1.0,,77,69,74,74,80,43.0
163925,A. Diamanti,Alessandro Diamanti,"CF, CAM",75,1795.0,Watford,English Premier League,1.0,71.0,14,7,10,14,11,
165191,C. Jerome,Cameron Jerome,ST,75,1792.0,Norwich City,English Premier League,1.0,75.0,13,16,16,16,13,
169216,S. Long,Shane Patrick Long,"ST, RM",75,17.0,Southampton,English Premier League,1.0,74.0,11,13,10,11,10,
172949,S. Bassong,Sébastien Aymar Bassong Nguena,CB,75,1792.0,Norwich City,English Premier League,1.0,35.0,10,9,11,8,6,
173608,Joselu,José Luis Sanmartín Mato,ST,75,1806.0,Stoke City,English Premier League,1.0,75.0,11,11,8,15,7,
176794,O. Toivonen,Ola Toivonen,ST,75,106.0,Sunderland,English Premier League,1.0,77.0,9,8,14,12,6,
178487,C. Gardner,Craig Gardner,"CM, CDM, RB",75,109.0,West Bromwich Albion,English Premier League,1.0,75.0,12,9,9,16,14,
179613,B. Sako,Bakary Sako,LM,75,1799.0,Crystal Palace,English Premier League,1.0,76.0,13,16,13,7,9,
183125,T. Deeney,Troy Deeney,ST,75,1795.0,Watford,English Premier League,1.0,78.0,10,11,16,12,15,
183288,Y. Benalouane,Yohan Benalouane,"CB, RB",75,95.0,Leicester City,English Premier League,1.0,39.0,14,13,9,14,15,
186801,C. Kouyaté,Cheikhou Kouyaté,"CDM, CM, CB",75,19.0,West Ham United,English Premier League,1.0,62.0,15,8,9,12,9,
189280,A. Westwood,Ashley Westwood,"CM, CDM",75,2.0,Aston Villa,English Premier League,1.0,52.0,10,13,13,7,8,
189324,A. McCarthy,Alex McCarthy,GK,75,1799.0,Crystal Palace,English Premier League,1.0,,79,73,61,74,81,57.0
189795,Éder,Éderzito António Macedo Lopes,ST,75,1960.0,Swansea City,English Premier League,1.0,74.0,14,9,6,15,12,
190683,R. Mason,Ryan Mason,"CM, CDM, CAM",75,18.0,Tottenham Hotspur,English Premier League,1.0,68.0,7,10,10,16,14,
192766,Marc Muniesa,Marc Muniesa Martínez,"CB, LB",75,1806.0,Stoke City,English Premier League,1.0,43.0,14,12,16,15,10,
193474,I. Gueye,Idrissa Gana Gueye,"CM, CDM",75,2.0,Aston Villa,English Premier League,1.0,60.0,8,6,8,12,13,
193554,D. Sakho,Diafra Sakho,ST,75,19.0,West Ham United,English Premier League,1.0,74.0,12,10,9,13,16,
194932,A. Townsend,Andros Townsend,"RM, LM",75,18.0,Tottenham Hotspur,English Premier League,1.0,72.0,13,11,11,11,13,
198198,Jordi Amat,Jordi Amat Maas,CB,75,1960.0,Swansea City,English Premier League,1.0,48.0,9,6,7,16,8,
199767,M. van Ginkel,Marco van Ginkel,CM,75,1806.0,Stoke City,English Premier League,1.0,71.0,7,11,13,13,14,
200260,S. Berghuis,Steven Berghuis,"RW, LW",75,1795.0,Watford,English Premier League,1.0,76.0,9,11,7,7,15,
200765,M. Bešić,Muhamed Bešić,"CDM, CB",75,7.0,Everton,English Premier League,1.0,50.0,14,7,13,7,12,
208333,E. Can,Emre Can,"CDM, CM, CB",75,9.0,Liverpool,English Premier League,1.0,64.0,14,8,8,13,11,
213296,N. Bentaleb,Nabil Bentaleb,"CM, CDM",75,18.0,Tottenham Hotspur,English Premier League,1.0,65.0,9,10,16,9,15,
219681,J. Amavi,Jordan Kévin Amavi,LB,75,2.0,Aston Villa,English Premier League,1.0,69.0,11,10,11,14,12,
29183,G. Tremmel,Gerhard Tremmel,GK,74,1960.0,Swansea City,English Premier League,1.0,,74,72,62,74,77,44.0
134906,M. Chamakh,Marouane Chamakh,"CAM, CF, ST",74,1799.0,Crystal Palace,English Premier League,1.0,76.0,11,12,15,14,9,
134941,S. Sidwell,Steve Sidwell,"CDM, CM",74,1806.0,Stoke City,English Premier League,1.0,70.0,11,10,9,8,10,
139313,C. Fuchs,Christian Fuchs,"LWB, LB, LM",74,95.0,Leicester City,English Premier League,1.0,69.0,14,12,15,16,13,
152567,A. Tettey,Alexander Banor Tettey,"CM, CDM",74,1792.0,Norwich City,English Premier League,1.0,69.0,22,22,28,24,23,
159577,D. Delaney,Damien Delaney,CB,74,1799.0,Crystal Palace,English Premier League,1.0,42.0,6,14,7,14,11,
162981,J. Morrison,James Morrison,"CM, CDM, RM",74,109.0,West Bromwich Albion,English Premier League,1.0,75.0,11,6,11,16,10,
163571,M. Jarvis,Matt Jarvis,"LM, RM",74,1792.0,Norwich City,English Premier League,1.0,63.0,9,8,8,8,6,
164459,S. Larsson,Sebastian Bengt Ulf Larsson,"CM, RM",74,106.0,Sunderland,English Premier League,1.0,76.0,7,11,14,14,8,
164978,C. N'Zogbia,Charles N'Zogbia,"CAM, LM, RM",74,2.0,Aston Villa,English Premier League,1.0,70.0,8,16,16,6,15,
165190,J. Ledley,Joe Ledley,"CM, CAM, CDM",74,1799.0,Crystal Palace,English Premier League,1.0,66.0,13,13,8,10,13,
166919,M. Wilson,Marc Wilson,"CB, LB, CDM",74,1806.0,Stoke City,English Premier League,1.0,57.0,13,6,14,7,9,
168293,M. Amalfitano,Morgan Amalfitano,"RM, CM",74,19.0,West Ham United,English Premier League,1.0,69.0,7,13,8,7,13,
169710,L. Bridcutt,Liam Robert Bridcutt,"CDM, CM",74,106.0,Sunderland,English Premier League,1.0,46.0,14,12,13,11,12,
171321,G. Dorrans,Graham Dorrans,"CM, RM",74,1792.0,Norwich City,English Premier League,1.0,70.0,7,6,11,6,11,
173735,N. Taylor,Neil Taylor,LB,74,1960.0,Swansea City,English Premier League,1.0,41.0,15,16,14,16,6,
178567,E. Pieters,Erik Pieters,LB,74,1806.0,Stoke City,English Premier League,1.0,40.0,16,15,8,12,10,
179547,V. Mannone,Vito Mannone,GK,74,106.0,Sunderland,English Premier League,1.0,,75,73,71,72,78,60.0
179574,G. Hooper,Gary Hooper,ST,74,1792.0,Norwich City,English Premier League,1.0,75.0,13,7,9,16,12,
183422,J. Howson,Jonathan Howson,"CM, RM",74,1792.0,Norwich City,English Premier League,1.0,71.0,16,9,12,11,12,
184037,M. Kelly,Martin Kelly,"RB, LB",74,1799.0,Crystal Palace,English Premier League,1.0,45.0,7,11,8,7,8,
186190,P. van Aanholt,Patrick John Miguel van Aanholt,LB,74,106.0,Sunderland,English Premier League,1.0,61.0,9,15,7,8,6,
186395,M. Ritchie,Matt Ritchie,"RM, LM",74,1943.0,AFC Bournemouth,English Premier League,1.0,71.0,15,8,11,14,13,
186598,K. Naughton,Kyle Naughton,"RB, LB",74,1960.0,Swansea City,English Premier League,1.0,52.0,12,10,9,9,11,
188871,L. Kozák,Libor Kozák,ST,74,2.0,Aston Villa,English Premier League,1.0,73.0,11,10,12,8,9,
189067,M. Britos,Miguel Ángel Britos Cabrera,CB,74,1795.0,Watford,English Premier League,1.0,34.0,12,13,11,10,11,
193768,A. Matthews,Adam James Matthews,RB,74,106.0,Sunderland,English Premier League,1.0,53.0,6,15,12,6,14,
195668,Joel Robles,Joel Robles Blázquez,GK,74,7.0,Everton,English Premier League,1.0,,76,74,75,74,75,51.0
196978,C. Wilson,Callum Wilson,ST,74,1943.0,AFC Bournemouth,English Premier League,1.0,73.0,10,15,8,10,6,
198489,J. McClean,James Joseph McClean,"LM, RM, LW, ST",74,109.0,West Bromwich Albion,English Premier League,1.0,67.0,6,16,16,15,15,
198553,C. Gamboa,Cristian Esteban Gamboa Luna,RB,74,109.0,West Bromwich Albion,English Premier League,1.0,54.0,12,10,13,7,14,
198719,N. Redmond,Nathan Redmond,"RM, LM",74,1792.0,Norwich City,English Premier League,1.0,67.0,12,14,16,6,10,
200054,Pedro Obiang,Pedro Mba Obiang Avomo,"CM, CDM",74,19.0,West Ham United,English Premier League,1.0,59.0,9,7,7,6,7,
200841,C. Jenkinson,Carl Jenkinson,RB,74,19.0,West Ham United,English Premier League,1.0,50.0,12,15,15,11,12,
202335,E. Dier,Eric Dier,"CB, RB, CDM",74,18.0,Tottenham Hotspur,English Premier League,1.0,59.0,11,14,6,13,9,
203747,Héctor Bellerín,Héctor Bellerín Moruno,RB,74,1.0,Arsenal,English Premier League,1.0,51.0,8,14,14,13,12,
203864,B. Zuculini,Bruno Zuculini,"CM, RM",74,10.0,Manchester City,English Premier League,1.0,70.0,12,9,12,9,13,
204210,F. Gardoş,Florin Gardoş,CB,74,17.0,Southampton,English Premier League,1.0,49.0,10,9,16,15,11,
204485,R. Mahrez,Riyad Mahrez,"RM, LM, CAM",74,95.0,Leicester City,English Premier League,1.0,70.0,15,9,13,11,6,
205185,Ilori,Tiago Abiola Delfim Almeida Ilori,CB,74,2.0,Aston Villa,English Premier League,1.0,38.0,7,10,7,11,15,
205569,J. Ward-Prowse,James Ward-Prowse,"CAM, CM, RM",74,17.0,Southampton,English Premier League,1.0,61.0,12,12,10,15,15,
207948,B. Traoré,Bertrand Isidore Traoré,"ST, RW",74,5.0,Chelsea,English Premier League,1.0,75.0,11,7,7,13,12,
210930,Carles Gil,Carles Gil de Pareja Vicent,"RM, CAM",74,2.0,Aston Villa,English Premier League,1.0,65.0,12,15,16,9,6,
217698,E. Belkalem,Essaïd Belkalem,CB,74,1795.0,Watford,English Premier League,1.0,35.0,15,10,9,14,6,
684,M. Schwarzer,Mark Schwarzer,GK,73,95.0,Leicester City,English Premier League,1.0,,70,73,67,78,71,48.0
46815,B. Hangeland,Brede Hangeland,CB,73,1799.0,Crystal Palace,English Premier League,1.0,41.0,8,14,10,9,14,
52306,C. Brunt,Chris Brunt,"LM, LB",73,109.0,West Bromwich Albion,English Premier League,1.0,72.0,11,13,6,16,7,
136113,W. Morgan,Wes Morgan,CB,73,95.0,Leicester City,English Premier League,1.0,30.0,14,10,6,7,8,
138698,A. Abdi,Almen Abdi,"CAM, CM",73,1795.0,Watford,English Premier League,1.0,67.0,9,6,8,11,8,
138784,K. Richardson,Kieran Richardson,"LM, LB",73,2.0,Aston Villa,English Premier League,1.0,72.0,6,9,10,13,7,
139533,A. Hutton,Alan Hutton,RB,73,2.0,Aston Villa,English Premier League,1.0,48.0,12,9,15,15,8,
152741,M. Williamson,Mike Williamson,CB,73,13.0,Newcastle United,English Premier League,1.0,36.0,10,12,7,8,10,
155355,Lee Chung Yong,이청용 李青龙,"RM, LM, CAM",73,1799.0,Crystal Palace,English Premier League,1.0,63.0,6,7,7,8,7,
162886,R. Martin,Russell Martin,"CB, RB",73,1792.0,Norwich City,English Premier League,1.0,56.0,8,7,11,16,16,
164469,G. Agbonlahor,Gabriel Imuetinyan Agbonlahor,"CF, ST",73,2.0,Aston Villa,English Premier League,1.0,74.0,12,6,11,7,9,
164853,A. Federici,Adam Federici,GK,73,1943.0,AFC Bournemouth,English Premier League,1.0,,75,69,82,70,75,48.0
165788,L. Ulloa,José Leonardo Ulloa,ST,73,95.0,Leicester City,English Premier League,1.0,72.0,13,8,8,16,11,
169527,V. Anichebe,Victor Chinedu Anichebe,ST,73,109.0,West Bromwich Albion,English Premier League,1.0,72.0,10,6,15,16,12,
170084,W. Hennessey,Wayne Robert Hennessey,GK,73,1799.0,Crystal Palace,English Premier League,1.0,,72,74,82,76,72,45.0
172768,A. Surman,Andrew Surman,CM,73,1943.0,AFC Bournemouth,English Premier League,1.0,64.0,16,14,7,16,8,
173546,J. Tomkins,James Tomkins,CB,73,19.0,West Ham United,English Premier League,1.0,33.0,11,8,6,9,14,
183940,V. Anita,Vurnon San Benito Anita,"CDM, CM",73,13.0,Newcastle United,English Premier League,1.0,54.0,12,12,10,14,15,
184469,H. Arter,Harry Nicholas Arter,"CM, CAM",73,1943.0,AFC Bournemouth,English Premier League,1.0,72.0,7,7,11,10,8,
184585,Á. Bogdán,Ádám Bogdán,GK,73,9.0,Liverpool,English Premier League,1.0,,77,71,66,71,78,54.0
187942,R. Gestede,Rudy Gestede,ST,73,2.0,Aston Villa,English Premier League,1.0,73.0,6,13,14,8,7,
189615,A. Cresswell,Aaron Cresswell,LB,73,19.0,West Ham United,English Premier League,1.0,56.0,14,7,9,9,12,
190852,C. McManaman,Callum Henry McManaman,"RW, ST, RM",73,109.0,West Bromwich Albion,English Premier League,1.0,65.0,10,13,15,14,10,
191089,C. Wickham,Connor Wickham,"ST, LM",73,1799.0,Crystal Palace,English Premier League,1.0,74.0,8,16,6,10,12,
191648,M. Yoshida,吉田 麻也,CB,73,17.0,Southampton,English Premier League,1.0,41.0,12,16,8,6,13,
198133,L. Bacuna,Leandro Jones Johan Bacuna,"RB, RM, CAM",73,2.0,Aston Villa,English Premier League,1.0,71.0,15,8,14,16,15,
199576,Oriol Romeu,Oriol Romeu Vidal,CDM,73,17.0,Southampton,English Premier League,1.0,38.0,12,14,10,11,16,
215590,Ayoze Pérez,Ayoze Pérez Gutiérrez,"ST, CAM",73,13.0,Newcastle United,English Premier League,1.0,72.0,12,12,11,14,8,
216354,A. Kramarić,Andrej Kramarić,"ST, LW, CAM",73,95.0,Leicester City,English Premier League,1.0,75.0,8,14,14,7,15,
27,J. Cole,Joe Cole,"RM, CAM",72,2.0,Aston Villa,English Premier League,1.0,69.0,9,6,13,16,7,
49966,P. Senderos,Philippe Senderos,CB,72,2.0,Aston Villa,English Premier League,1.0,37.0,15,16,15,10,11,
50620,T. Hibbert,Tony Hibbert,RB,72,7.0,Everton,English Premier League,1.0,20.0,15,16,13,16,9,
51261,B. Myhill,Glyn Oliver Myhill,GK,72,109.0,West Bromwich Albion,English Premier League,1.0,,75,71,69,70,78,44.0
135883,S. Francis,Simon Francis,RB,72,1943.0,AFC Bournemouth,English Premier League,1.0,43.0,12,6,10,8,12,
138722,B. Jones,Billy Jones,"RB, LB",72,106.0,Sunderland,English Premier League,1.0,55.0,6,11,14,12,15,
148569,M. Wasilewski,Marcin Ryszard Wasilewski,CB,72,95.0,Leicester City,English Premier League,1.0,56.0,6,16,14,7,6,
163261,P. Bardsley,Phil Bardsley,"RB, LB",72,1806.0,Stoke City,English Premier League,1.0,58.0,11,8,9,9,8,
169697,D. Randolph,Darren Randolph,GK,72,19.0,West Ham United,English Premier League,1.0,,75,70,75,69,75,43.0
175932,R. De Laet,Ritchie Ria Alfons De Laet,RB,72,95.0,Leicester City,English Premier League,1.0,44.0,13,14,14,12,13,
185195,O. Ighalo,Odion Jude Ighalo,ST,72,1795.0,Watford,English Premier League,1.0,71.0,9,11,13,16,8,
186130,J. Chester,James Chester,CB,72,109.0,West Bromwich Albion,English Premier League,1.0,34.0,11,12,12,14,13,
186132,D. Drinkwater,Daniel Noel Drinkwater,CM,72,95.0,Leicester City,English Premier League,1.0,65.0,12,6,8,9,12,
188289,E. Rivière,Emmanuel Rivière,ST,72,13.0,Newcastle United,English Premier League,1.0,72.0,9,10,16,10,16,
192129,K. Nordfeldt,Bo Kristoffer Nordfeldt,GK,72,1960.0,Swansea City,English Premier League,1.0,,73,66,66,74,78,53.0
193011,S. Cook,Steve Cook,CB,72,1943.0,AFC Bournemouth,English Premier League,1.0,24.0,14,12,7,14,12,
197655,S. Coates,Sebastián Coates Nión,CB,72,106.0,Sunderland,English Premier League,1.0,35.0,16,13,15,16,13,
201449,V. Roberge,Valentin Roberge,CB,72,106.0,Sunderland,English Premier League,1.0,35.0,6,8,13,9,15,
201955,M. Haïdara,Massadio Haïdara,LB,72,13.0,Newcastle United,English Premier League,1.0,51.0,10,13,14,8,16,
201999,J. Flanagan,Jonathon Patrick Flanagan,"RB, LB",72,9.0,Liverpool,English Premier League,1.0,39.0,7,13,15,13,15,
205989,C. Chambers,Calum Chambers,RB,72,1.0,Arsenal,English Premier League,1.0,51.0,11,14,12,7,12,
206517,J. Grealish,Jack Grealish,"LM, CAM",72,2.0,Aston Villa,English Premier League,1.0,56.0,11,6,11,10,13,
122574,S. Whittaker,Steven Gordon Whittaker,RB,71,1792.0,Norwich City,English Premier League,1.0,64.0,15,16,10,6,12,
138436,J. Walters,Jonathan Walters,"RM, ST",71,1806.0,Stoke City,English Premier League,1.0,71.0,8,14,7,10,6,
152469,K. Davis,Kelvin Davis,GK,71,17.0,Southampton,English Premier League,1.0,,74,68,55,70,75,48.0
160292,B. Watson,Benjamin Watson,"CM, CDM",71,1795.0,Watford,English Premier League,1.0,67.0,13,8,14,6,6,
162054,M. Bunn,Mark Bunn,GK,71,2.0,Aston Villa,English Premier League,1.0,,74,68,71,68,76,47.0
163340,D. Graham,Danny Graham,ST,71,106.0,Sunderland,English Premier League,1.0,73.0,11,8,14,13,7,
166838,M. Pugh,Marc Pugh,"LM, RM",71,1943.0,AFC Bournemouth,English Premier League,1.0,67.0,14,15,13,8,10,
167925,J. O'Brien,Joseph Martin O'Brien,"RB, LB",71,19.0,West Ham United,English Premier League,1.0,47.0,15,7,8,8,10,
169586,F. Campbell,Fraizer Campbell,ST,71,1799.0,Crystal Palace,English Premier League,1.0,70.0,11,15,9,9,16,
169600,D. Simpson,Danny Simpson,"RB, RWB",71,95.0,Leicester City,English Premier League,1.0,38.0,10,15,13,9,11,
169638,C. Daniels,Charlie Daniels,LB,71,1943.0,AFC Bournemouth,English Premier League,1.0,47.0,14,16,13,6,7,
170919,Jordi Gómez,Jordi Gómez García-Penche,"CM, CAM, RM",71,106.0,Sunderland,English Premier League,1.0,72.0,16,9,7,8,7,
172953,A. Mariappa,Adrian Mariappa,"RB, CB",71,1799.0,Crystal Palace,English Premier League,1.0,34.0,6,15,8,13,10,
180635,T. Elphick,Tommy Elphick,CB,71,1943.0,AFC Bournemouth,English Premier League,1.0,37.0,12,13,7,7,16,
180706,C. Cathcart,Craig George Cathcart,"CB, RB",71,1795.0,Watford,English Premier League,1.0,30.0,8,6,12,9,13,
183130,M. Albrighton,Marc Albrighton,"RM, RWB",71,95.0,Leicester City,English Premier League,1.0,68.0,15,9,8,15,14,
183774,R. Bennett,Ryan Bennett,CB,71,1792.0,Norwich City,English Premier League,1.0,25.0,6,16,12,8,12,
184749,D. Gosling,Dan Gosling,"CM, RM",71,1943.0,AFC Bournemouth,English Premier League,1.0,68.0,6,15,14,15,6,
186117,J. Mutch,Jordon Mutch,"CM, CAM",71,1799.0,Crystal Palace,English Premier League,1.0,70.0,11,13,13,11,8,
187150,W. Buckley,Will Buckley,"RM, RW, LW",71,106.0,Sunderland,English Premier League,1.0,68.0,10,10,8,6,9,
188625,J. Ekstrand,Joel Ekstrand,CB,71,1795.0,Watford,English Premier League,1.0,32.0,14,10,16,16,16,
198335,B. Oviedo,Bryan Josué Oviedo Jiménez,"LB, LM",71,7.0,Everton,English Premier League,1.0,61.0,11,12,8,10,16,
201908,A. Wisdom,Andre Wisdom,RB,71,1792.0,Norwich City,English Premier League,1.0,30.0,7,15,8,11,12,
202491,T. Carroll,Tom Carroll,"CM, CDM",71,18.0,Tottenham Hotspur,English Premier League,1.0,58.0,11,10,11,9,11,
205351,A. Pritchard,Alex David Pritchard,"CAM, CM, LM",71,18.0,Tottenham Hotspur,English Premier League,1.0,67.0,13,13,14,10,8,
205540,J. Ibe,Jordon Ibe,"LW, RW",71,9.0,Liverpool,English Premier League,1.0,65.0,13,15,7,13,13,
205670,D. Gayle,Dwight Gayle,ST,71,1799.0,Crystal Palace,English Premier League,1.0,72.0,10,7,16,8,8,
207448,J. Paredes,Juan Carlos Paredes Reasco,"RWB, RB",71,1795.0,Watford,English Premier League,1.0,47.0,16,15,7,14,15,
208830,J. Vardy,Jamie Vardy,ST,71,95.0,Leicester City,English Premier League,1.0,71.0,15,14,7,15,11,
213956,Adama,Adama Traoré Diarra,RW,71,2.0,Aston Villa,English Premier League,1.0,61.0,13,9,11,12,7,
222513,R. Aarons,Rolando Aarons,LM,71,13.0,Newcastle United,English Premier League,1.0,62.0,15,6,10,10,7,
166844,K. Lafferty,Kyle Joseph George Lafferty,"ST, LM",70,1792.0,Norwich City,English Premier League,1.0,69.0,11,6,8,11,15,
172685,Crespo,José Ángel Crespo Rincón,"CB, RB, LB",70,2.0,Aston Villa,English Premier League,1.0,39.0,13,5,11,5,11,
186578,A. King,Andrew Philip King,"CM, CAM",70,95.0,Leicester City,English Premier League,1.0,72.0,8,6,7,10,6,
190885,A. Smith,Adam Smith,"RB, RM",70,1943.0,AFC Bournemouth,English Premier League,1.0,53.0,8,9,15,9,6,
192297,G. Arlauskis,Giedrius Arlauskis,GK,70,1795.0,Watford,English Premier League,1.0,,70,64,70,72,77,34.0
197891,Juanmi,Juan Miguel Jiménez López,"CAM, ST, LM",70,17.0,Southampton,English Premier League,1.0,66.0,11,6,9,12,9,
206113,S. Gnabry,Serge David Gnabry,RM,70,109.0,West Bromwich Albion,English Premier League,1.0,60.0,14,10,10,9,7,
